,Airline,Journey_date,From,Destination,Dep_Time,Arrival_Time,Total_Stops,Duration,Price
3200,Air India,17/03/2023,New Delhi,Bengaluru,16:05,23:20,Non stop,02 h 40 m,"₹ 5,241"
3201,Air India,17/03/2023,New Delhi,Bengaluru,17:00,00:05,Non stop,02 h 55 m,"₹ 5,241"
3202,Vistara,17/03/2023,New Delhi,Bengaluru,17:30,22:40,Non stop,02 h 45 m,"₹ 5,504"
3203,Vistara,17/03/2023,New Delhi,Bengaluru,19:25,19:20,Non stop,02 h 50 m,"₹ 5,591"
3204,Air India,17/03/2023,New Delhi,Bengaluru,20:40,21:45,Non stop,02 h 40 m,"₹ 5,591"
3205,Air India,17/03/2023,New Delhi,Bengaluru,21:10,23:05,Non stop,02 h 35 m,"₹ 5,611"
3206,Vistara,17/03/2023,New Delhi,Bengaluru,19:55,14:15,Non stop,05 h 55 m,"₹ 5,901"
3207,Air India,17/03/2023,New Delhi,Bengaluru,16:30,01:45,Non stop,02 h 50 m,"₹ 6,112"
3208,Vistara,17/03/2023,New Delhi,Bengaluru,19:05,02:20,Non stop,05 h 10 m,"₹ 6,737"
3209,Air India,17/03/2023,New Delhi,Bengaluru,20:30,14:45,Non stop,02 h 45 m,"₹ 4,727"
3210,Vistara,17/03/2023,New Delhi,Bengaluru,08:20,09:10,1 stop via Ranchi,02 h 50 m,"₹ 5,234"
3211,Air India,17/03/2023,New Delhi,Bengaluru,22:55,10:55,Non stop,02 h 45 m,"₹ 5,235"
3212,Vistara,17/03/2023,New Delhi,Bengaluru,21:10,12:15,1 stop via Pune,02 h 45 m,"₹ 5,235"
3213,Air India,17/03/2023,New Delhi,Bengaluru,12:00,19:20,Non stop,02 h 50 m,"₹ 5,235"
3214,Vistara,17/03/2023,New Delhi,Bengaluru,06:20,21:45,Non stop,02 h 40 m,"₹ 5,235"
3215,AirAsia,17/03/2023,New Delhi,Bengaluru,08:10,23:55,Non stop,02 h 35 m,"₹ 5,235"
3216,AirAsia,17/03/2023,New Delhi,Bengaluru,09:30,08:35,Non stop,02 h 50 m,"₹ 5,236"
3217,SpiceJet,17/03/2023,New Delhi,Bengaluru,16:30,21:45,Non stop,02 h 40 m,"₹ 5,236"
3218,AirAsia,17/03/2023,New Delhi,Bengaluru,19:05,07:15,Non stop,02 h 55 m,"₹ 5,237"
3219,IndiGo,17/03/2023,New Delhi,Bengaluru,21:20,08:45,Non stop,02 h 50 m,"₹ 5,237"
3220,IndiGo,17/03/2023,New Delhi,Bengaluru,05:45,09:50,Non stop,02 h 50 m,"₹ 5,237"
3221,Akasa Air,18/03/2023,New Delhi,Bengaluru,19:05,11:05,Non stop,03 h 10 m,"₹ 5,237"
3222,SpiceJet,18/03/2023,New Delhi,Bengaluru,04:20,12:05,Non stop,02 h 50 m,"₹ 5,237"
3223,AirAsia,18/03/2023,New Delhi,Bengaluru,05:55,13:30,Non stop,02 h 50 m,"₹ 5,237"
3224,AirAsia,18/03/2023,New Delhi,Bengaluru,07:00,14:40,Non stop,02 h 55 m,"₹ 5,237"
3225,AirAsia,18/03/2023,New Delhi,Bengaluru,07:55,15:55,Non stop,02 h 50 m,"₹ 5,237"
3226,AirAsia,18/03/2023,New Delhi,Bengaluru,09:15,18:30,Non stop,02 h 50 m,"₹ 5,237"
3227,AirAsia,18/03/2023,New Delhi,Bengaluru,10:40,20:05,Non stop,02 h 40 m,"₹ 5,237"
3228,Go First,18/03/2023,New Delhi,Bengaluru,11:45,22:05,Non stop,02 h 45 m,"₹ 5,237"
3229,Go First,18/03/2023,New Delhi,Bengaluru,13:05,23:25,Non stop,02 h 55 m,"₹ 5,237"
3230,IndiGo,18/03/2023,New Delhi,Bengaluru,15:40,00:35,Non stop,02 h 50 m,"₹ 5,237"
3231,IndiGo,18/03/2023,New Delhi,Bengaluru,17:25,01:45,Non stop,02 h 50 m,"₹ 5,237"
3232,IndiGo,18/03/2023,New Delhi,Bengaluru,19:20,12:10,Non stop,05 h,"₹ 5,237"
3233,IndiGo,18/03/2023,New Delhi,Bengaluru,20:30,08:20,Non stop,02 h 45 m,"₹ 5,241"
3234,IndiGo,18/03/2023,New Delhi,Bengaluru,21:45,08:55,Non stop,02 h 45 m,"₹ 5,241"
3235,IndiGo,18/03/2023,New Delhi,Bengaluru,22:55,10:55,Non stop,02 h 55 m,"₹ 5,241"
3236,IndiGo,18/03/2023,New Delhi,Bengaluru,07:10,10:45,1 stop via Lucknow,02 h 35 m,"₹ 5,241"
3237,IndiGo,18/03/2023,New Delhi,Bengaluru,05:35,11:50,Non stop,02 h 45 m,"₹ 5,241"
3238,IndiGo,18/03/2023,New Delhi,Bengaluru,06:10,12:30,Non stop,02 h 45 m,"₹ 5,241"
3239,IndiGo,18/03/2023,New Delhi,Bengaluru,08:00,16:25,Non stop,02 h 55 m,"₹ 5,241"
3240,IndiGo,18/03/2023,New Delhi,Bengaluru,08:10,17:00,Non stop,02 h 50 m,"₹ 5,241"
3241,IndiGo,18/03/2023,New Delhi,Bengaluru,09:05,18:30,Non stop,02 h 55 m,"₹ 5,241"
3242,IndiGo,18/03/2023,New Delhi,Bengaluru,09:45,18:50,Non stop,02 h 45 m,"₹ 5,241"
3243,IndiGo,18/03/2023,New Delhi,Bengaluru,13:30,20:15,Non stop,03 h 15 m,"₹ 5,241"
3244,AirAsia,18/03/2023,New Delhi,Bengaluru,14:10,22:40,Non stop,03 h 15 m,"₹ 5,241"
3245,Vistara,18/03/2023,New Delhi,Bengaluru,15:35,22:40,Non stop,02 h 45 m,"₹ 5,241"
3246,Air India,18/03/2023,New Delhi,Bengaluru,16:05,23:20,Non stop,02 h 40 m,"₹ 5,241"
3247,Air India,18/03/2023,New Delhi,Bengaluru,17:00,00:05,Non stop,02 h 55 m,"₹ 5,241"
3248,Vistara,18/03/2023,New Delhi,Bengaluru,19:25,20:25,Non stop,02 h 55 m,"₹ 5,504"
3249,Vistara,18/03/2023,New Delhi,Bengaluru,19:55,23:05,Non stop,02 h 35 m,"₹ 5,611"
3250,Air India,18/03/2023,New Delhi,Bengaluru,20:40,14:15,Non stop,05 h 55 m,"₹ 5,901"
3251,Air India,18/03/2023,New Delhi,Bengaluru,21:10,14:45,Non stop,02 h 45 m,"₹ 4,727"
3252,Vistara,18/03/2023,New Delhi,Bengaluru,17:30,09:10,Non stop,02 h 50 m,"₹ 5,088"
3253,Air India,18/03/2023,New Delhi,Bengaluru,20:30,12:15,Non stop,02 h 45 m,"₹ 5,235"
3254,Vistara,18/03/2023,New Delhi,Bengaluru,08:20,19:20,1 stop via Ranchi,02 h 50 m,"₹ 5,235"
3255,Air India,18/03/2023,New Delhi,Bengaluru,12:00,21:45,Non stop,02 h 40 m,"₹ 5,235"
3256,Air India,18/03/2023,New Delhi,Bengaluru,06:20,23:55,Non stop,02 h 35 m,"₹ 5,235"
3257,Vistara,18/03/2023,New Delhi,Bengaluru,09:30,08:35,Non stop,02 h 50 m,"₹ 5,236"
3258,Vistara,18/03/2023,New Delhi,Bengaluru,16:30,21:45,Non stop,02 h 40 m,"₹ 5,236"
3259,Air India,18/03/2023,New Delhi,Bengaluru,19:05,07:15,Non stop,02 h 55 m,"₹ 5,237"
3260,Vistara,18/03/2023,New Delhi,Bengaluru,21:20,08:45,Non stop,02 h 50 m,"₹ 5,237"
3261,SpiceJet,18/03/2023,New Delhi,Bengaluru,05:45,09:50,Non stop,02 h 50 m,"₹ 5,237"
3262,AirAsia,18/03/2023,New Delhi,Bengaluru,19:05,11:05,Non stop,03 h 10 m,"₹ 5,237"
3263,Akasa Air,19/03/2023,New Delhi,Bengaluru,04:20,12:05,Non stop,02 h 50 m,"₹ 5,237"
3264,SpiceJet,19/03/2023,New Delhi,Bengaluru,05:55,13:30,Non stop,02 h 50 m,"₹ 5,237"
3265,AirAsia,19/03/2023,New Delhi,Bengaluru,07:00,14:40,Non stop,02 h 55 m,"₹ 5,237"
3266,AirAsia,19/03/2023,New Delhi,Bengaluru,07:55,15:55,Non stop,02 h 50 m,"₹ 5,237"
3267,AirAsia,19/03/2023,New Delhi,Bengaluru,09:15,18:30,Non stop,02 h 50 m,"₹ 5,237"
3268,AirAsia,19/03/2023,New Delhi,Bengaluru,10:40,20:05,Non stop,02 h 40 m,"₹ 5,237"
3269,Go First,19/03/2023,New Delhi,Bengaluru,11:45,22:05,Non stop,02 h 45 m,"₹ 5,237"
3270,Go First,19/03/2023,New Delhi,Bengaluru,13:05,23:25,Non stop,02 h 55 m,"₹ 5,237"
3271,IndiGo,19/03/2023,New Delhi,Bengaluru,15:40,00:35,Non stop,02 h 50 m,"₹ 5,237"
3272,IndiGo,19/03/2023,New Delhi,Bengaluru,17:25,01:45,Non stop,02 h 50 m,"₹ 5,237"
3273,IndiGo,19/03/2023,New Delhi,Bengaluru,19:20,12:10,Non stop,05 h,"₹ 5,237"
3274,IndiGo,19/03/2023,New Delhi,Bengaluru,20:30,08:55,Non stop,02 h 45 m,"₹ 5,241"
3275,IndiGo,19/03/2023,New Delhi,Bengaluru,21:45,10:55,Non stop,02 h 55 m,"₹ 5,241"
3276,IndiGo,19/03/2023,New Delhi,Bengaluru,22:55,10:45,Non stop,02 h 35 m,"₹ 5,241"
3277,IndiGo,19/03/2023,New Delhi,Bengaluru,07:10,11:50,1 stop via Lucknow,02 h 45 m,"₹ 5,241"
3278,IndiGo,19/03/2023,New Delhi,Bengaluru,06:10,12:30,Non stop,02 h 45 m,"₹ 5,241"
3279,IndiGo,19/03/2023,New Delhi,Bengaluru,08:00,16:25,Non stop,02 h 55 m,"₹ 5,241"
3280,IndiGo,19/03/2023,New Delhi,Bengaluru,08:10,17:00,Non stop,02 h 50 m,"₹ 5,241"
3281,IndiGo,19/03/2023,New Delhi,Bengaluru,09:05,18:30,Non stop,02 h 55 m,"₹ 5,241"
3282,IndiGo,19/03/2023,New Delhi,Bengaluru,09:45,18:50,Non stop,02 h 45 m,"₹ 5,241"
3283,IndiGo,19/03/2023,New Delhi,Bengaluru,13:30,20:15,Non stop,03 h 15 m,"₹ 5,241"
3284,IndiGo,19/03/2023,New Delhi,Bengaluru,14:10,20:25,Non stop,02 h 55 m,"₹ 5,241"
3285,AirAsia,19/03/2023,New Delhi,Bengaluru,15:35,22:40,Non stop,03 h 15 m,"₹ 5,241"
3286,Air India,19/03/2023,New Delhi,Bengaluru,16:05,22:40,Non stop,02 h 45 m,"₹ 5,241"
3287,Air India,19/03/2023,New Delhi,Bengaluru,17:00,23:20,Non stop,02 h 40 m,"₹ 5,241"
3288,Vistara,19/03/2023,New Delhi,Bengaluru,17:30,14:45,Non stop,02 h 45 m,"₹ 4,727"
3289,Vistara,19/03/2023,New Delhi,Bengaluru,19:25,09:10,Non stop,02 h 50 m,"₹ 5,088"
3290,Air India,19/03/2023,New Delhi,Bengaluru,19:55,10:55,Non stop,02 h 45 m,"₹ 5,235"
3291,Air India,19/03/2023,New Delhi,Bengaluru,20:40,12:15,Non stop,02 h 45 m,"₹ 5,235"
3292,Vistara,19/03/2023,New Delhi,Bengaluru,12:00,19:20,Non stop,02 h 50 m,"₹ 5,235"
3293,Air India,19/03/2023,New Delhi,Bengaluru,06:20,21:45,Non stop,02 h 40 m,"₹ 5,235"
3294,Vistara,19/03/2023,New Delhi,Bengaluru,08:10,08:35,Non stop,02 h 50 m,"₹ 5,236"
3295,Air India,19/03/2023,New Delhi,Bengaluru,09:30,21:45,Non stop,02 h 40 m,"₹ 5,236"
